,DPSA1,FNSA3,FPSA1,MW,nCl,FPSA3,nH,MOMI-X,MOMI-Y,MOMI-Z,FilterItLogS,SLogP,label
0,475.02893975204086,-0.11327193448520215,0.7320404903160371,662.154671188001,0,0.5240227770342893,34,19725.1378893138,13418.543981999695,8552.874662176506,-3.5646778675089634,-7.332700000000014,0
1,225.88764281511615,-0.056435768579298676,0.7345066709498997,287.1521435320005,0,0.047168230766448604,21,2692.8356896234773,1555.8701198040835,1466.7464022236054,-2.6555383081711064,1.8503,1
2,348.33508153269804,-0.040667138911556606,0.7618531545322643,416.3290452680009,0,0.030080917404334592,44,6964.82842775023,5218.1242542358395,2642.278738025725,-3.5246607704901,5.560600000000008,1
3,283.9810766727495,-0.04571809844348786,0.7499066290080251,363.1451668880906,0,0.053891825695293785,19,4401.184103074471,2996.6899845227977,2227.5358189544613,-4.826999834641531,1.3441200000000002,1
4,42.076486348468045,-0.05108833861217826,0.5403244265187309,321.05902743200045,1,0.03209755885196379,16,3634.542472356227,2963.7824370099543,1422.4675765909005,-4.160766406823603,3.6739000000000015,1
5,149.90048555065098,-0.062139447309506525,0.6071851361543101,433.1635544800006,0,0.03866021746746751,25,13694.402046576079,12760.888349221535,1845.6180246767346,-5.118454288107183,3.9150000000000023,1
6,322.09279639622844,-0.04281857461796376,0.7324802080456279,363.2521919160009,0,0.04000167899874255,33,12359.15420692896,11801.854816598536,849.2715413457609,-4.5171753793662,3.268600000000002,1
7,433.108931758034,-0.06537585154394973,0.7174314837881616,784.2778146080011,0,0.046771459561397034,44,20207.91719115233,15739.922240770808,8936.22186433808,-7.896033761821619,4.188940000000001,1
8,252.2119662927021,-0.05214763507777248,0.6968111540266595,408.1451995800007,1,0.04598589341978139,25,5729.259373740373,4028.644384232205,2567.3237112589845,-5.0127379501588205,2.2663,1
9,146.01892368752502,-0.08460747507414881,0.5932452750583088,471.20188766000064,0,0.05157786285355514,25,15746.620945737004,15608.293298265131,2230.361026807168,-4.982020061887228,2.98597,1
10,50.39334478679578,-0.09553584319274827,0.555849333133495,285.0628669240002,1,0.06548965589626872,12,3205.9105424983863,2544.2270434308184,809.4130189269065,-0.8551394702543116,-0.29740000000000044,1
11,379.7253379626144,-0.07069345937790897,0.7492062862281861,480.22335137600083,0,0.058423334740755825,28,17583.471343185327,16333.04679656509,1609.6631821262256,-4.822865554929222,0.6618000000000009,1
12,34.06071121790751,-0.08534266318158823,0.5374119408573903,307.0063402280004,1,0.026457562571842896,14,2090.4459566246906,1851.6598267921383,1290.6207738921532,-0.9773550422870296,-0.9971999999999992,0
13,227.67568740271642,-0.03182055947822199,0.7324696299552006,284.15247788000045,0,0.04125309556244509,20,3601.4898706460103,3363.4226342006928,560.1931035524735,-3.1824390312318296,2.9499000000000013,1
14,-107.46345768904176,-0.08635874537034405,0.4226237013933575,491.18075992800067,0,0.02097984036695992,24,10564.641209853879,10301.426724754068,2799.019740151773,-6.6514818956739115,5.931020000000005,1
